Data,Operation,Resource_0,Resource_1,Resource_2,Resource_3,Resource_4,Resource_5,Chosen_Resource,Adress
42406128,2,0,51,82,13,59,66,3,10.0.0.6
2160939,1,7,9,14,38,1,15,4,10.0.0.7
84886605,1,83,57,50,64,52,3,2,10.0.0.5
25206815,1,88,85,27,12,74,7,2,10.0.0.5
81203536,2,50,49,88,90,46,58,1,10.0.0.4
43939816,2,79,82,92,37,62,41,3,10.0.0.6
48664354,1,36,35,52,83,74,92,0,10.0.0.3
58555688,1,56,95,76,47,81,69,0,10.0.0.3
32393869,1,82,61,79,67,48,71,4,10.0.0.7
43095210,2,72,65,59,55,66,52,5,10.0.0.8
85818742,2,77,40,59,16,62,95,3,10.0.0.6
83448088,1,12,86,68,96,48,29,0,10.0.0.3
83659870,1,43,45,95,55,28,28,4,10.0.0.7
74131010,1,18,63,96,45,27,34,0,10.0.0.3
50717568,2,32,2,29,53,36,91,1,10.0.0.4
74260958,1,92,65,9,26,40,85,2,10.0.0.5
25688503,2,17,7,0,97,38,51,1,10.0.0.4
45450970,2,93,98,82,44,23,75,3,10.0.0.6
75717320,2,40,47,29,69,86,17,5,10.0.0.8
73233370,1,81,12,47,3,27,59,4,10.0.0.7
28965244,2,90,34,62,44,4,59,1,10.0.0.4
61215706,1,31,71,74,91,47,35,0,10.0.0.3
33031186,1,0,19,52,75,10,2,0,10.0.0.3
29150356,1,97,100,69,38,15,11,4,10.0.0.7
77273018,2,34,31,45,16,84,78,3,10.0.0.6
83419007,1,35,23,59,42,5,71,4,10.0.0.7
60262335,1,74,27,30,43,91,37,2,10.0.0.5
90406404,2,86,48,92,55,66,77,1,10.0.0.4
15645820,1,41,49,76,20,45,100,0,10.0.0.3
91398478,1,45,30,64,27,83,19,0,10.0.0.3
58166174,2,29,62,21,73,91,28,5,10.0.0.8
92592647,1,55,53,34,27,92,28,2,10.0.0.5
70383035,1,45,22,19,9,9,55,4,10.0.0.7
51482027,1,22,72,48,29,78,95,0,10.0.0.3
53719472,2,31,40,56,59,40,46,1,10.0.0.4
68174690,1,73,96,89,45,92,23,0,10.0.0.3
86126217,1,68,73,50,32,27,14,4,10.0.0.7
56113071,1,15,19,80,51,61,8,0,10.0.0.3
44584935,1,49,21,72,17,34,32,4,10.0.0.7
26614006,2,47,91,40,79,13,41,5,10.0.0.8
84411319,2,25,50,36,61,91,30,5,10.0.0.8
25990940,1,72,98,41,51,19,64,4,10.0.0.7
78139451,2,65,12,31,75,4,26,1,10.0.0.4
27799679,2,83,82,64,93,17,32,5,10.0.0.8
36048876,1,95,23,51,81,32,61,4,10.0.0.7
37431269,1,80,38,23,29,25,14,2,10.0.0.5
42875944,1,32,38,76,77,18,40,4,10.0.0.7
61332739,1,76,44,92,17,27,72,4,10.0.0.7
51701311,2,67,65,52,72,5,8,5,10.0.0.8
96497174,2,38,86,21,50,87,46,5,10.0.0.8
29580819,2,48,37,54,11,10,66,3,10.0.0.6
56760897,1,70,76,12,34,95,18,2,10.0.0.5
31405637,2,41,44,15,1,28,1,3,10.0.0.6
49887443,1,62,65,51,83,54,3,2,10.0.0.5
32562535,1,23,23,49,7,85,78,0,10.0.0.3
68224446,1,34,56,40,73,63,80,0,10.0.0.3
40775181,1,27,38,92,54,35,78,0,10.0.0.3
82530119,2,66,63,24,12,44,7,5,10.0.0.8
61403013,1,99,27,72,26,57,25,4,10.0.0.7
35325229,1,23,13,23,19,97,57,0,10.0.0.3
3732182,2,91,17,53,65,14,72,1,10.0.0.4
59401521,2,87,11,89,47,79,85,1,10.0.0.4
79456037,2,31,19,97,39,44,28,1,10.0.0.4
19274741,1,83,90,1,33,91,2,2,10.0.0.5
26537445,2,71,8,93,77,78,68,1,10.0.0.4
37875693,2,63,26,26,10,57,68,3,10.0.0.6
6323066,1,50,6,36,78,24,77,4,10.0.0.7
49660925,1,41,35,89,35,100,20,0,10.0.0.3
96668500,2,85,6,6,97,30,35,1,10.0.0.4
83572303,2,25,81,36,26,12,17,5,10.0.0.8
88130122,1,32,50,12,17,41,56,2,10.0.0.5
99514230,1,13,77,55,62,94,71,0,10.0.0.3
47858637,2,59,67,85,50,67,71,3,10.0.0.6
9096102,2,89,3,86,42,49,39,1,10.0.0.4
32520188,1,47,67,39,61,49,49,2,10.0.0.5
69174172,1,44,57,47,50,78,35,0,10.0.0.3
16738230,1,66,12,81,31,59,48,4,10.0.0.7
57877096,2,27,0,92,75,92,94,1,10.0.0.4
31689029,2,79,11,75,12,6,40,1,10.0.0.4
9877510,1,57,36,21,100,92,51,2,10.0.0.5
41258865,2,48,6,56,99,21,8,1,10.0.0.4
18214142,2,68,40,9,8,23,4,5,10.0.0.8
30785958,2,81,6,43,26,43,60,1,10.0.0.4
637156,1,62,96,19,84,67,53,2,10.0.0.5
71926337,1,18,14,31,58,40,70,0,10.0.0.3
65521711,2,66,72,23,41,38,27,5,10.0.0.8
50814973,2,24,91,93,47,79,80,3,10.0.0.6
70107441,2,46,75,94,97,3,59,5,10.0.0.8
5768459,2,28,29,20,3,66,46,3,10.0.0.6
60968603,2,78,57,65,32,86,43,3,10.0.0.6
63259783,1,35,56,24,2,63,29,2,10.0.0.5
69157186,2,5,0,70,58,90,27,1,10.0.0.4
4221838,1,60,26,25,92,63,49,2,10.0.0.5
97691083,2,53,63,62,81,64,65,1,10.0.0.4
63735814,2,7,32,20,49,51,59,1,10.0.0.4
76153195,1,86,26,95,14,89,19,0,10.0.0.3
87996192,2,73,15,62,33,55,83,1,10.0.0.4
84419727,2,46,44,88,95,18,51,1,10.0.0.4
45958484,2,79,51,90,92,77,52,1,10.0.0.4
46553493,2,63,89,61,34,19,42,3,10.0.0.6
88686378,2,2,92,26,19,51,93,3,10.0.0.6
72171753,2,0,2,84,55,33,52,1,10.0.0.4
9798414,1,62,29,26,16,19,57,4,10.0.0.7
19401425,2,19,30,35,79,52,5,5,10.0.0.8
2553692,2,22,77,48,87,92,36,5,10.0.0.8
64890435,1,34,12,95,95,5,9,4,10.0.0.7
74747383,2,58,25,79,65,44,5,5,10.0.0.8
39147319,1,51,59,15,40,73,42,2,10.0.0.5
76828712,1,37,80,84,86,71,27,0,10.0.0.3
8015755,1,59,80,76,82,73,44,0,10.0.0.3
44471329,1,64,22,13,32,23,43,2,10.0.0.5
79578442,2,12,45,7,47,46,70,1,10.0.0.4
15485180,2,68,100,69,53,12,43,5,10.0.0.8
24861917,1,65,29,93,0,26,24,4,10.0.0.7
83170109,2,29,69,51,52,7,55,3,10.0.0.6
90685438,2,77,70,1,73,35,55,5,10.0.0.8
76744103,2,72,68,0,94,92,97,1,10.0.0.4
52362260,2,23,97,39,20,26,48,3,10.0.0.6
2346246,2,42,100,88,64,13,50,5,10.0.0.8
46390386,1,48,69,6,98,24,78,2,10.0.0.5
86886840,1,88,69,14,88,8,91,4,10.0.0.7
34553471,2,46,65,88,1,11,26,3,10.0.0.6
16953888,1,8,68,73,93,90,46,0,10.0.0.3
94602513,1,24,86,55,10,27,8,0,10.0.0.3
39284490,2,98,60,26,85,77,22,5,10.0.0.8
45422987,2,63,0,64,26,0,38,1,10.0.0.4
16879880,2,29,44,55,11,76,43,3,10.0.0.6
47159947,2,43,36,58,89,13,11,5,10.0.0.8
52637521,2,10,88,14,28,48,66,3,10.0.0.6
83333095,2,30,65,100,5,69,20,3,10.0.0.6
21707170,1,37,76,0,66,0,67,2,10.0.0.5
56400027,1,1,37,31,24,45,88,0,10.0.0.3
62009489,2,67,78,58,4,59,46,3,10.0.0.6
57871381,1,5,42,17,57,21,7,0,10.0.0.3
28775200,1,40,72,55,96,41,89,0,10.0.0.3
35686607,1,29,5,70,85,99,73,0,10.0.0.3
94181448,2,49,17,40,59,57,94,1,10.0.0.4
65666779,1,17,12,48,61,40,91,0,10.0.0.3
98203696,2,25,59,60,62,36,49,5,10.0.0.8
37356534,1,71,26,29,81,26,3,4,10.0.0.7
8740199,1,6,13,21,26,52,13,0,10.0.0.3
48470779,2,82,80,89,28,34,15,5,10.0.0.8
83287768,1,95,40,81,80,14,66,4,10.0.0.7
19010754,2,38,93,0,77,78,99,3,10.0.0.6
4293616,2,55,35,56,19,93,70,3,10.0.0.6
56938771,2,69,41,58,45,43,73,1,10.0.0.4
60207561,1,56,71,86,20,14,15,4,10.0.0.7
8178815,2,14,70,76,54,53,79,3,10.0.0.6
16072412,2,24,55,92,25,1,50,3,10.0.0.6
82175424,1,46,19,17,19,96,28,2,10.0.0.5
49370060,2,78,6,1,70,5,91,1,10.0.0.4
75086673,1,15,8,3,43,38,25,2,10.0.0.5
56761400,2,57,81,63,39,11,76,3,10.0.0.6
34861503,2,66,78,50,63,23,54,5,10.0.0.8
82788680,2,51,8,4,88,70,34,1,10.0.0.4
46645486,1,54,46,39,62,28,15,4,10.0.0.7
28137397,2,56,54,86,13,10,23,3,10.0.0.6
21523995,1,52,24,11,11,91,93,2,10.0.0.5
18127798,2,14,55,93,6,64,52,3,10.0.0.6
77758997,2,73,60,78,40,58,25,5,10.0.0.8
41325526,2,92,80,99,93,0,21,5,10.0.0.8
45519610,2,29,68,90,69,5,38,5,10.0.0.8
2842318,2,82,9,81,26,78,35,1,10.0.0.4
81827790,1,7,13,6,91,29,76,2,10.0.0.5
5911705,1,77,43,82,99,51,4,4,10.0.0.7
43076709,2,0,9,7,48,44,20,1,10.0.0.4
65035617,2,40,37,56,54,84,11,5,10.0.0.8
99836605,1,82,77,81,44,27,77,4,10.0.0.7
72866728,1,23,17,89,71,50,48,0,10.0.0.3
95814684,2,84,75,75,26,9,14,5,10.0.0.8
19285108,2,14,1,100,2,80,24,1,10.0.0.4
7552962,2,46,13,47,11,23,64,3,10.0.0.6
74900538,2,3,46,88,5,20,97,3,10.0.0.6
15013418,1,27,35,81,44,52,66,0,10.0.0.3
82137864,2,71,39,69,65,70,21,5,10.0.0.8
60386644,1,17,89,37,46,70,13,0,10.0.0.3
62153875,1,75,44,55,6,29,70,4,10.0.0.7
91800774,2,4,18,68,78,19,7,5,10.0.0.8
89620534,1,0,72,26,53,80,5,0,10.0.0.3
56788952,1,2,14,42,48,72,65,0,10.0.0.3
1509985,2,4,55,25,71,86,68,1,10.0.0.4
25278523,1,13,48,20,98,73,50,0,10.0.0.3
90897246,1,55,34,97,50,34,66,4,10.0.0.7
75038973,1,37,40,3,21,49,78,2,10.0.0.5
4365110,2,85,23,28,49,81,66,1,10.0.0.4
75416423,1,34,88,24,75,46,10,2,10.0.0.5
8834036,1,42,9,47,38,77,46,0,10.0.0.3
29113351,1,20,56,74,50,39,3,0,10.0.0.3
9387714,2,67,22,82,69,70,58,1,10.0.0.4
57100425,1,33,64,68,43,32,69,4,10.0.0.7
26558314,1,66,83,53,86,18,84,4,10.0.0.7
50306448,1,7,90,0,23,44,19,2,10.0.0.5
17543170,1,22,21,32,17,86,56,0,10.0.0.3
38857879,1,67,59,47,33,28,86,4,10.0.0.7
68747126,1,77,95,26,2,14,94,4,10.0.0.7
75771419,1,15,78,39,70,91,35,0,10.0.0.3
79206690,2,97,33,59,79,50,66,1,10.0.0.4
95504728,1,72,1,3,44,77,15,2,10.0.0.5
85718020,1,86,94,71,3,79,73,2,10.0.0.5
79146996,2,8,49,10,87,46,74,1,10.0.0.4
35754508,1,98,64,62,30,99,98,2,10.0.0.5
44307486,2,95,14,69,69,10,26,1,10.0.0.4
25133370,1,86,94,69,79,34,2,4,10.0.0.7
95461865,2,97,34,33,4,94,81,3,10.0.0.6
84031528,1,19,60,63,76,46,84,0,10.0.0.3
89291174,2,88,98,86,88,56,59,5,10.0.0.8
93987363,1,68,55,28,39,23,72,4,10.0.0.7
25624151,2,57,15,60,3,23,51,3,10.0.0.6
94967240,2,75,81,63,40,95,90,3,10.0.0.6
4098931,1,6,13,79,31,13,15,0,10.0.0.3
91487667,1,91,68,30,93,44,22,2,10.0.0.5
3989090,1,2,98,93,10,72,22,0,10.0.0.3
99319086,2,24,25,17,38,80,48,1,10.0.0.4
40361829,2,87,81,51,68,78,37,5,10.0.0.8
63072668,1,96,15,28,36,63,28,2,10.0.0.5
33286104,1,89,55,44,98,40,80,4,10.0.0.7
34922474,2,89,84,64,42,73,5,5,10.0.0.8
58738607,2,78,39,11,59,16,58,1,10.0.0.4
59216544,1,8,57,31,57,1,3,4,10.0.0.7
34548267,1,59,7,65,34,98,0,0,10.0.0.3
24356269,2,15,87,24,49,4,57,3,10.0.0.6
44735702,2,52,97,28,42,80,73,3,10.0.0.6
18934368,1,46,24,22,41,100,81,2,10.0.0.5
14554162,1,23,68,79,56,12,1,4,10.0.0.7
35758130,2,75,25,50,4,37,15,3,10.0.0.6
38366958,2,22,98,0,82,55,20,5,10.0.0.8
19928383,1,40,85,16,32,50,1,2,10.0.0.5
94164676,2,10,61,52,99,1,37,5,10.0.0.8
89166025,1,5,7,76,20,65,86,0,10.0.0.3
22629241,1,2,53,41,66,9,84,0,10.0.0.3
40360335,1,67,99,87,25,61,61,4,10.0.0.7
78020567,2,38,98,35,68,83,71,3,10.0.0.6
53216502,2,56,21,74,26,12,56,1,10.0.0.4
55213726,2,90,100,87,2,54,85,3,10.0.0.6
33836835,1,1,17,97,35,18,0,0,10.0.0.3
12624517,2,32,9,85,37,88,27,1,10.0.0.4
83167918,1,46,20,40,47,42,68,2,10.0.0.5
65122883,1,22,21,47,63,3,77,4,10.0.0.7
51646426,1,39,41,90,93,37,26,4,10.0.0.7
89490880,1,54,12,66,31,22,21,4,10.0.0.7
15871802,2,49,8,48,95,95,46,1,10.0.0.4
88288415,2,9,47,8,9,80,10,3,10.0.0.6
76493534,1,51,29,54,57,100,11,0,10.0.0.3
19612987,2,45,47,64,27,24,72,3,10.0.0.6
45870051,2,15,9,84,95,65,68,1,10.0.0.4
77477594,2,100,77,47,80,57,89,1,10.0.0.4
49237695,1,76,90,13,93,43,28,2,10.0.0.5
36945796,2,99,81,9,74,14,78,3,10.0.0.6
30381062,1,11,29,38,34,46,90,0,10.0.0.3
6278008,2,80,33,10,56,83,33,1,10.0.0.4
94334449,1,52,48,91,23,2,88,4,10.0.0.7
15400131,1,93,82,23,45,81,77,2,10.0.0.5
48461507,2,38,46,84,21,100,23,3,10.0.0.6
84825785,1,25,5,21,47,52,35,2,10.0.0.5
7040072,1,81,22,36,77,23,81,4,10.0.0.7
80521652,2,26,71,28,16,12,7,5,10.0.0.8
43589782,2,35,25,97,11,100,87,3,10.0.0.6
82971451,2,47,74,12,97,29,83,1,10.0.0.4
86439753,1,11,9,12,39,38,35,0,10.0.0.3
83554188,2,98,35,78,22,16,76,3,10.0.0.6
11170054,2,99,19,48,64,8,94,1,10.0.0.4
47015546,2,0,23,45,14,61,40,3,10.0.0.6
23709840,1,13,62,69,48,64,8,0,10.0.0.3
84121124,1,90,84,23,61,16,20,4,10.0.0.7
57813320,1,64,79,0,91,2,85,2,10.0.0.5
18379690,1,49,14,99,92,54,74,0,10.0.0.3
83353621,1,72,60,86,36,100,52,0,10.0.0.3
42958629,1,23,42,11,60,24,8,2,10.0.0.5
13954436,2,45,31,69,13,99,61,3,10.0.0.6
67257716,1,62,90,46,84,59,98,2,10.0.0.5
72781094,1,32,16,15,25,0,20,4,10.0.0.7
44014907,2,0,70,69,31,97,67,3,10.0.0.6
72557090,1,65,63,8,14,72,14,2,10.0.0.5
14826625,1,89,22,73,84,67,78,4,10.0.0.7
68363164,2,69,95,78,22,31,89,3,10.0.0.6
42650209,2,7,53,84,75,4,100,1,10.0.0.4
89775510,1,74,42,52,27,33,80,4,10.0.0.7
66247883,2,80,53,20,100,95,92,1,10.0.0.4
18064423,2,63,51,67,50,85,93,3,10.0.0.6
27885230,2,26,50,54,34,12,98,3,10.0.0.6
32983284,2,54,45,74,22,45,15,5,10.0.0.8
57055319,1,4,86,42,28,12,61,0,10.0.0.3
44444320,1,22,51,56,10,75,14,0,10.0.0.3
70500979,2,96,61,34,53,84,81,3,10.0.0.6
13997541,2,86,41,10,63,91,54,1,10.0.0.4
113823,1,61,14,46,18,36,26,4,10.0.0.7
17299093,2,52,35,48,93,24,96,1,10.0.0.4
65566539,1,24,87,36,70,79,88,0,10.0.0.3
15732059,2,1,51,59,74,45,76,1,10.0.0.4
17328983,1,81,77,92,14,97,99,0,10.0.0.3
9198365,2,70,49,98,96,41,31,5,10.0.0.8
78838664,2,95,94,56,24,58,3,5,10.0.0.8
80102546,2,97,61,2,39,54,11,5,10.0.0.8
43674554,2,20,82,82,61,28,15,5,10.0.0.8
65508692,1,77,68,30,67,26,45,4,10.0.0.7
76476020,1,39,60,3,67,6,6,2,10.0.0.5
81584397,2,63,77,20,37,78,54,3,10.0.0.6
39001979,1,67,24,45,20,71,85,2,10.0.0.5
27317927,1,67,8,42,75,1,14,4,10.0.0.7
62137292,2,33,47,13,85,60,8,5,10.0.0.8
99012111,1,99,14,30,0,73,56,2,10.0.0.5
84225076,2,87,76,37,92,25,72,5,10.0.0.8
53490979,1,49,42,67,18,41,39,4,10.0.0.7
92197769,2,13,15,0,25,44,15,1,10.0.0.4
19552331,1,90,34,25,77,54,91,2,10.0.0.5
94754719,2,48,71,99,61,36,47,5,10.0.0.8
52305026,1,89,40,8,34,100,66,2,10.0.0.5
7689398,1,32,20,39,85,84,18,0,10.0.0.3
16785829,1,99,31,25,18,35,73,2,10.0.0.5
95617971,2,35,0,40,32,16,74,1,10.0.0.4
94614584,1,43,6,47,21,17,8,4,10.0.0.7
26118130,2,35,54,96,52,23,38,5,10.0.0.8
19411402,2,11,51,69,72,1,19,5,10.0.0.8
1334273,1,16,19,14,79,85,95,2,10.0.0.5
33613943,1,21,9,75,18,94,8,0,10.0.0.3
28348056,2,44,39,4,47,84,72,1,10.0.0.4
13343861,2,48,68,17,77,52,65,5,10.0.0.8
6030738,2,40,72,76,77,44,81,1,10.0.0.4
57020333,2,100,48,93,15,48,34,3,10.0.0.6
90677341,1,89,60,56,42,48,70,4,10.0.0.7
63005347,2,15,69,35,98,94,77,1,10.0.0.4
86160773,2,26,1,76,65,98,78,1,10.0.0.4
11659060,2,54,67,95,91,20,35,5,10.0.0.8
66367827,2,20,23,59,19,92,76,3,10.0.0.6
89371161,1,82,42,73,88,40,60,4,10.0.0.7
82636083,2,3,98,45,32,87,31,5,10.0.0.8
93696698,2,84,75,14,3,68,82,3,10.0.0.6
92991919,1,35,23,4,36,81,9,2,10.0.0.5
14504971,1,17,9,74,8,36,61,0,10.0.0.3
90983129,1,88,27,1,89,6,29,2,10.0.0.5
32449676,2,37,100,29,56,39,58,3,10.0.0.6
39884438,2,64,66,38,14,87,19,3,10.0.0.6
21684971,1,25,63,44,99,84,98,0,10.0.0.3
39391667,2,50,12,61,75,82,88,1,10.0.0.4
98182229,2,33,23,7,71,64,64,1,10.0.0.4
62301417,1,15,27,1,63,10,50,2,10.0.0.5
78727178,2,47,100,67,47,69,13,5,10.0.0.8
56061758,1,85,62,91,49,48,36,4,10.0.0.7
9447536,1,74,37,100,28,44,23,4,10.0.0.7
55275188,1,43,61,11,62,21,54,2,10.0.0.5
43235374,1,86,31,67,58,53,28,4,10.0.0.7
66391213,1,83,84,21,64,33,1,2,10.0.0.5
84157231,2,91,42,8,94,27,66,1,10.0.0.4
73436784,1,27,43,36,98,74,33,0,10.0.0.3
58815464,1,100,48,87,24,89,84,2,10.0.0.5
77664486,2,94,67,76,84,65,38,5,10.0.0.8
55959315,2,53,13,68,7,11,58,3,10.0.0.6
99991364,2,53,23,99,55,15,61,1,10.0.0.4
23061145,1,72,5,24,44,16,31,4,10.0.0.7
2628652,1,29,53,34,50,60,0,0,10.0.0.3
73667968,1,86,13,84,51,74,75,4,10.0.0.7
46346893,2,62,41,68,1,3,10,3,10.0.0.6
68631669,1,59,74,37,98,2,0,4,10.0.0.7
68612560,1,40,70,26,88,40,41,2,10.0.0.5
53926290,1,39,23,56,77,93,68,0,10.0.0.3
73858444,1,56,64,5,95,70,39,2,10.0.0.5
26314116,2,25,9,81,29,44,40,1,10.0.0.4
98297597,1,11,99,75,97,23,68,0,10.0.0.3
73033204,1,76,10,79,31,75,66,4,10.0.0.7
53173717,1,74,96,4,13,44,70,2,10.0.0.5
4882008,1,7,2,85,91,13,93,0,10.0.0.3
7201656,1,49,40,12,11,91,59,2,10.0.0.5
41643326,1,14,98,97,78,76,85,0,10.0.0.3
97842099,2,86,19,33,42,26,43,1,10.0.0.4
66749645,1,40,34,5,73,8,9,2,10.0.0.5
28417061,1,28,25,83,61,8,23,4,10.0.0.7
25490966,2,81,30,38,49,50,10,5,10.0.0.8
75042722,2,8,57,61,19,33,81,3,10.0.0.6
86793456,2,67,37,40,90,34,99,1,10.0.0.4
5585779,1,81,85,12,19,18,71,2,10.0.0.5
7199689,1,72,80,18,53,73,39,2,10.0.0.5
51831578,2,9,95,28,50,6,31,5,10.0.0.8
548861,1,30,26,64,50,80,94,0,10.0.0.3
28407452,1,29,37,99,61,83,94,0,10.0.0.3
59027860,2,33,19,82,65,77,5,5,10.0.0.8
77881410,1,50,53,6,30,45,8,2,10.0.0.5
29883919,1,30,63,97,50,11,4,4,10.0.0.7
2353431,1,15,60,31,47,75,56,0,10.0.0.3
5842318,1,79,82,73,5,42,64,4,10.0.0.7
64973734,2,20,29,28,78,62,91,1,10.0.0.4
62021370,2,17,94,9,69,68,69,3,10.0.0.6
63187734,2,46,84,41,48,78,92,3,10.0.0.6
75537702,2,30,2,85,21,98,48,1,10.0.0.4
21441315,2,77,15,64,86,85,80,1,10.0.0.4
36193943,1,9,48,54,10,80,87,0,10.0.0.3
2940606,1,98,19,77,41,16,16,4,10.0.0.7
428997,2,19,81,65,73,51,52,5,10.0.0.8
92219395,2,100,56,80,17,15,67,3,10.0.0.6
98497356,1,6,3,85,17,26,74,0,10.0.0.3
28383567,2,74,69,14,48,68,99,3,10.0.0.6
2006663,1,27,87,65,95,24,59,4,10.0.0.7
26438413,2,20,41,89,100,12,43,1,10.0.0.4
43581595,1,51,31,21,5,7,87,4,10.0.0.7
13498563,2,8,24,22,2,44,55,3,10.0.0.6
75324941,2,98,80,9,36,96,74,3,10.0.0.6
38589537,1,43,23,28,21,31,57,2,10.0.0.5
60076705,2,88,77,74,30,5,74,3,10.0.0.6
77233945,1,17,6,93,76,80,91,0,10.0.0.3
86279326,1,20,8,28,52,20,65,0,10.0.0.3
42680814,2,82,76,82,12,71,93,3,10.0.0.6
776813,1,5,95,19,81,21,30,0,10.0.0.3
48533982,1,81,22,31,20,88,52,2,10.0.0.5
4104821,2,51,53,36,18,89,95,3,10.0.0.6
77421467,2,100,78,83,100,99,22,5,10.0.0.8
25391113,1,48,44,21,47,22,61,2,10.0.0.5
51297582,1,80,97,94,45,51,28,4,10.0.0.7
44263692,2,6,71,44,33,89,97,3,10.0.0.6
30110987,1,34,86,33,68,20,33,4,10.0.0.7
50892106,2,64,3,17,82,39,54,1,10.0.0.4
8555823,1,17,86,59,15,12,13,4,10.0.0.7
79169211,2,62,36,99,58,82,66,1,10.0.0.4
28748822,1,49,42,95,70,87,29,0,10.0.0.3
58994925,2,86,34,78,97,86,64,1,10.0.0.4
66049038,2,14,67,5,84,52,98,1,10.0.0.4
59068284,2,81,66,10,12,45,83,3,10.0.0.6
67201194,2,100,56,91,60,11,34,5,10.0.0.8
36819986,2,93,38,36,19,89,60,3,10.0.0.6
79954026,1,86,53,75,3,76,77,2,10.0.0.5
80586526,1,78,39,17,2,92,60,2,10.0.0.5
14378374,2,88,68,88,44,22,23,5,10.0.0.8
78611792,1,55,57,88,76,10,1,4,10.0.0.7
58884959,2,13,8,14,76,18,51,1,10.0.0.4
53849745,1,48,24,44,71,27,92,4,10.0.0.7
66125414,1,23,90,14,13,27,85,2,10.0.0.5
60768341,1,40,5,32,32,75,40,2,10.0.0.5
14123413,2,51,69,76,7,7,33,3,10.0.0.6
60006407,2,91,45,89,34,13,60,3,10.0.0.6
52936257,2,86,52,94,82,12,97,1,10.0.0.4
44110932,1,36,13,49,30,86,55,0,10.0.0.3
8746969,2,68,64,15,63,17,3,5,10.0.0.8
84592780,1,8,69,37,83,77,60,0,10.0.0.3
23048061,2,24,13,95,92,21,51,1,10.0.0.4
5292829,1,8,93,87,78,52,22,0,10.0.0.3
83417271,2,0,68,22,4,58,22,3,10.0.0.6
32592904,2,27,12,68,96,49,72,1,10.0.0.4
77599385,1,55,20,22,26,87,100,2,10.0.0.5
1788413,1,86,99,16,19,70,28,2,10.0.0.5
5241577,1,33,79,99,65,99,49,0,10.0.0.3
99343702,1,13,69,87,0,16,1,0,10.0.0.3
73441324,1,90,85,23,98,85,47,2,10.0.0.5
54014561,2,91,15,87,48,18,89,1,10.0.0.4
35693659,1,31,56,57,58,4,80,4,10.0.0.7
26666727,2,51,66,96,26,26,56,3,10.0.0.6
64364139,1,60,86,96,52,76,53,0,10.0.0.3
15845040,1,82,20,96,62,93,51,0,10.0.0.3
65421539,1,81,64,44,93,89,15,2,10.0.0.5
6942318,1,4,16,10,86,65,94,0,10.0.0.3
83517243,1,72,90,34,45,25,9,4,10.0.0.7
74242401,1,86,90,63,15,5,23,4,10.0.0.7
31640848,2,15,14,10,27,89,10,5,10.0.0.8
68090001,2,44,9,66,100,26,67,1,10.0.0.4
33612504,1,23,40,36,67,96,36,0,10.0.0.3
57597391,1,88,0,33,30,90,35,2,10.0.0.5
99706855,2,98,16,56,41,46,53,1,10.0.0.4
79553522,2,17,78,1,1,22,34,3,10.0.0.6
77489401,1,49,75,56,28,58,61,0,10.0.0.3
89829084,2,93,95,89,51,8,17,5,10.0.0.8
54682884,2,13,94,12,82,42,80,5,10.0.0.8
23999267,1,65,23,99,43,20,91,4,10.0.0.7
82490396,2,0,45,100,7,8,35,3,10.0.0.6
3261192,2,83,3,29,16,72,10,1,10.0.0.4
60014491,1,44,38,60,65,44,84,0,10.0.0.3
51964305,2,37,56,32,94,44,48,5,10.0.0.8
20369494,1,53,29,87,99,98,62,0,10.0.0.3
5826121,2,81,3,92,88,8,86,1,10.0.0.4
15828097,1,81,57,28,79,15,77,4,10.0.0.7
34915348,1,49,28,96,32,97,13,0,10.0.0.3
88584951,1,16,54,45,1,22,23,0,10.0.0.3
74138003,1,82,25,15,74,6,5,4,10.0.0.7
80103299,2,89,16,5,30,85,60,1,10.0.0.4
83499574,1,21,15,96,86,13,44,4,10.0.0.7
10458910,1,35,75,66,14,10,31,4,10.0.0.7
60714231,2,75,74,65,57,69,24,5,10.0.0.8
86352311,2,66,36,80,36,27,41,1,10.0.0.4
96441034,1,57,78,71,18,43,97,4,10.0.0.7
10567923,2,78,47,38,58,67,14,5,10.0.0.8
67296961,1,28,77,32,21,42,28,0,10.0.0.3
22833540,1,7,100,30,92,76,71,0,10.0.0.3
63973916,2,89,79,55,37,78,27,5,10.0.0.8
92885765,2,60,77,75,78,76,63,5,10.0.0.8
27738085,1,32,80,78,29,34,0,0,10.0.0.3
58706953,2,16,71,80,52,25,28,5,10.0.0.8
8210218,2,26,35,89,32,82,39,3,10.0.0.6
94239091,1,66,73,66,60,72,77,0,10.0.0.3
62340799,2,13,64,33,70,21,62,5,10.0.0.8
63917490,1,49,27,0,89,7,91,2,10.0.0.5
86887537,1,73,46,87,67,1,38,4,10.0.0.7
59740122,2,58,65,7,72,34,68,1,10.0.0.4
10090793,1,41,89,73,43,9,83,4,10.0.0.7
70283648,2,93,22,64,50,46,10,5,10.0.0.8
47088766,2,12,81,37,96,80,36,5,10.0.0.8
53885622,2,5,44,70,33,69,15,5,10.0.0.8
4456082,2,73,61,6,61,50,38,5,10.0.0.8
6381763,1,24,85,35,46,52,96,0,10.0.0.3
82139206,2,3,29,24,10,28,37,3,10.0.0.6
1065031,2,85,77,14,12,30,24,3,10.0.0.6
43764835,2,33,11,52,51,97,12,1,10.0.0.4
36339572,1,81,47,79,65,75,30,4,10.0.0.7
